temp_tank,temp_fuel,pressure_tank,pressure_fuel,hydrocarbon_leak
21.236203565420873,10.55398786515859,152.3411367471812,318.1757485522245,44.33378201627114
38.52142919229749,21.257028421350743,149.39575981439998,349.1703492978431,48.62398429719949
31.959818254342153,31.18837507629225,281.25091610420736,212.61697469812475,134.99391329776142
27.959754525911098,26.966746592286835,149.90923996990122,306.21852490174973,51.44826357886912
14.680559213273096,29.196834435843492,154.3899452257262,292.93649578593715,41.815719605952225
14.67983561008608,24.763501001321522,251.87965248359274,358.2075941970678,74.99822434503241
11.742508365045984,25.768296935535574,189.947968490108,376.52176512031514,36.0223136525235
35.98528437324806,30.47586954695958,255.34211139103624,153.0391928693467,131.23506145057652
28.033450352296263,12.490040265775578,113.07323151287704,318.5049797646982,22.05977363227134
31.242177333881365,19.682748909294215,197.51423873467687,162.95894977993225,102.854163400846
10.617534828874074,11.636283254588067,106.72272003665653,287.214666269339,12.42022125386169
39.097295564859834,34.630040239899415,112.5306406910709,221.90818226091955,56.47069777747243
34.97327922401266,33.321780190598396,281.2874906688822,226.6941498805353,133.55134249123978
16.370173320348286,6.182804341055177,127.84907422351904,238.23962586308915,39.26882285616171
15.454749016213018,26.167255175470654,206.48413645504343,305.32311226240256,60.80576194091991
15.502135295603015,32.757449522469976,182.2191205201413,233.5124914171923,75.51614463907298
19.127267288786133,10.417260353820005,169.46866525176853,333.1747626475701,36.51528693891152
25.742692948967136,22.038356916578884,279.96666913745446,251.1318463934674,118.20045053741595
22.958350559263472,32.46464892764126,104.3646793550979,167.08830007748966,44.53682883467579
18.736874205941255,6.0183793575739655,232.75793723511782,345.9399606210268,66.47897893095056
28.355586841671386,25.922608017405196,292.6788868427101,221.4395811481765,142.38934136266832
14.184815819561255,13.920470221176522,212.0336366923684,258.19171989981567,77.4806085304428
18.764339456056547,32.73188586129591,287.36449240661835,321.3609708054754,114.13319992558827
20.99085529881075,34.131747354961036,110.45157585720476,233.114039287178,43.24590124637336
23.682099526511077,33.32799467340302,183.7586638148323,164.1464140366789,87.4757779806583
33.55527884179041,19.226426499723914,152.03155819241022,243.4802617532034,63.277931647276134
15.990213464750791,30.861279529679404,246.16419299614597,386.11214567357587,69.00922634847494
25.42703315240835,30.33648195605211,296.25941809944936,310.43359932463954,127.13843481373426
27.772437065861276,14.573014197297669,151.30601248884955,317.86978716680176,37.68495949081118
11.393512381599932,29.86746422452032,230.8349202948149,308.07053840940995,81.34689008510706
28.22634555704315,6.110229041464779,139.619526551948,199.7480347398592,63.73907083661996
